ph_sol,humidite_sol,carbone_organique,conductivite_electrique,temperature,humidite,precipitation,heures_ensoleillement,vitesse_vent,surface_champ,irrigation_precedente,type_sol_Loamy,type_sol_Sandy,type_sol_Silt,type_culture_Maize,type_culture_Potato,type_culture_Rice,type_culture_Sugarcane,type_culture_Wheat,stade_croissance_Harvest,stade_croissance_Sowing,stade_croissance_Vegetative,saison_Rabi,saison_Zaid,type_irrigation_Drip,type_irrigation_Rainfed,type_irrigation_Sprinkler,source_eau_Rainwater,source_eau_Reservoir,source_eau_River,paillage_Yes,region_East,region_North,region_South,region_West,target
6.36,0.24228773122251188,0.3095409368073958,3.47,1.0028782085611094,-0.1624978877173908,1912.76,5.05,2.22,1.98,65.73,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
5.56,-1.580594681933416,-0.09326589348617273,0.4,-0.04287146593261384,0.5354773026327635,11.02,7.94,13.62,10.0,106.68,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,1,0,0,0,0,1,0,0
7.97,-0.8776133172605959,0.17527199337620622,1.78,-1.1659558293789634,-0.06243331110225144,248.88,6.86,14.64,6.65,85.98,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,1,1,0,0,1,1,0,0,0,0
5.97,0.45166053593891886,1.088300808708295,1.87,-1.5768685050078437,-0.9194220118160673,1073.44,6.98,15.76,14.57,91.29,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,1,1,1,0,0,0,0
5.35,1.2173320136518258,0.41695609155234753,2.84,-0.9293347661657038,1.3151884095249866,2129.5,10.26,13.44,5.63,23.05,0,1,0,0,0,0,1,0,1,0,0,0,1,1,0,0,0,0,1,1,0,0,0,1,0
6.71,1.4181838321297748,0.5243712462972986,1.01,-0.5518953141133335,0.9134439954909377,592.44,7.93,2.89,7.15,45.85,0,0,1,0,0,0,1,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0
8.01,-0.02734061903727973,1.652230371119291,0.34,-1.280226489174635,0.3467416407992583,2197.38,6.72,1.36,12.92,88.92,0,1,0,0,0,0,1,0,0,0,0,1,0,0,1,0,1,0,0,1,1,0,0,0,0
4.81,0.12908034262584997,0.41695609155234753,1.17,-0.9524197479426075,0.6845834291731445,275.03,5.78,14.43,4.92,117.75,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0
5.61,1.126644374399661,-0.41551135772102754,3.45,-1.4406671125241137,-0.29773367690517777,181.52,7.0,16.07,6.23,46.14,0,0,0,1,0,0,0,0,0,0,1,1,0,0,1,0,1,0,0,0,1,0,0,0,1
7.99,0.10169145828794772,0.6854939784147261,3.16,0.08294168475150959,-0.434455573666457,2283.55,10.03,1.14,8.21,113.36,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0
5.38,0.02987171713522671,0.5780788236697745,1.44,-1.2929232291519321,-1.182463052324181,404.94,10.76,3.42,8.64,64.47,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,1,0,0,0
5.19,1.3767961846858339,-1.6776394259742087,3.08,0.8412833361227857,1.0486797846787248,1159.44,6.64,15.91,1.97,90.31,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1
6.74,0.9775271152266388,-0.09326589348617273,0.21,-0.5784430431567724,-0.41662228278455105,814.89,5.46,19.37,4.97,6.09,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,1,0,0,0,1
7.73,1.3907949477918724,0.8734704992183916,1.17,0.5965825292876094,0.6627871847619254,369.09,10.4,10.65,3.34,1.65,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,1
6.42,-1.0060367527116478,0.014149261258778665,2.57,1.3260679534377564,-0.6974966141745705,1580.28,5.01,3.49,14.58,113.68,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1
8.18,0.05604331772477758,0.9808856539633434,0.85,-1.4325873689021975,1.0224252175470299,2409.18,6.08,6.76,4.34,12.92,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,1,0,1,0,0,0
7.11,1.159511035605144,-0.1469734708586486,0.77,1.694273412779366,-1.3726848217311785,1645.27,5.43,15.74,0.5,99.76,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,1
5.05,-1.377308295958765,1.7059379484917667,3.03,0.5042426021799962,0.42946829572365564,884.25,7.96,11.09,1.83,20.24,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0
8.18,0.9939604458293798,-0.7109030332696444,2.19,-1.5457037796090243,1.0625501220313185,1779.49,6.86,1.63,7.92,75.73,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,1,0,0,0
6.19,-1.128373769420944,-1.4091015391118302,3.46,-0.6430809921321018,0.5518244859411773,358.12,6.01,6.51,9.81,61.33,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,1,1,0,0,0,1
5.78,1.040217228266726,-0.22753483691736237,0.56,1.338764693415054,0.6761621529233555,1450.04,9.38,15.18,1.44,14.76,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,1
6.7,0.3597556129384031,0.14841820468996827,1.31,0.33456798611975647,0.08617744624696522,1173.64,8.65,6.85,0.86,26.1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,1,1,0,0,0,0
5.83,-1.093072540718759,-0.5229265124659792,1.16,-0.7354209192397154,0.2006077294058618,899.96,10.97,8.93,5.89,76.03,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,1
5.09,-0.1210714676603228,-0.8988795540733099,3.09,1.525753045807971,-1.5094067184924576,1848.92,6.18,18.15,6.73,105.27,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,1,0,0,0,0,1,1
4.8,0.6026037207344678,0.6049326123560124,0.97,0.995952714028038,-0.8679036159350055,296.22,9.92,19.7,4.37,20.85,0,1,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,1,1,0,0,1,0,1
6.33,0.4358358472103533,-0.41551135772102754,1.3,0.8170441052570371,0.7658239765240497,1331.98,6.12,15.27,4.46,63.25,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0
7.65,-0.2811442805685058,0.47066366892482336,0.59,1.3456901879481244,1.5405813915046322,2135.99,4.06,5.18,9.74,119.32,0,1,0,0,0,0,0,1,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0
6.75,1.3567110028380387,0.9808856539633434,2.74,0.9347775123192448,0.1406680572750114,504.28,5.06,5.24,8.18,54.72,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0
8.2,0.03839270337368517,0.9271780765908675,0.91,-0.7377294174174057,0.778208206303151,661.35,7.56,6.43,2.82,18.36,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,1,0,0,0,1,0,1,0,0,0
5.78,-0.008472720937836365,-0.41551135772102754,0.33,0.2918607698324851,0.6325696641009181,1651.68,9.67,3.63,5.89,109.37,0,0,0,0,0,1,0,0,1,0,0,1,0,1,0,0,1,0,0,0,0,0,1,0,0
5.75,-1.547119378853758,0.25583335943491997,1.58,1.1864038136874917,1.7278309457646446,1931.47,4.4,3.99,2.31,107.07,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1
5.34,1.4358344464808672,-0.1738272595448865,1.43,-1.1036263785813243,1.0189576332088819,708.34,9.82,5.49,1.61,4.19,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,1,0,0,1,1,0,0,0,0,0
5.36,-1.1484589512687386,1.303131118198198,0.7,-1.1659558293789634,0.4388803103557726,899.75,9.01,13.37,10.65,46.98,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,1,0,0,1,1,1,0,0,0,0
5.77,0.07004208083081623,1.3299849068844358,0.55,-1.1798068184451056,-1.3385043475408585,1849.78,4.24,12.44,13.22,115.59,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,1,0,0,1,0,0
7.5,1.02439253953816,-0.5229265124659792,3.15,-1.0574564150275179,-0.4800295392535502,713.31,4.74,7.15,5.86,56.41,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,1,0,0
7.88,-1.0157750226984574,-1.4091015391118302,0.33,-1.3725664162822488,-0.8683989851261699,1665.62,4.53,4.34,1.81,73.61,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,1
8.12,0.06639022958576292,-1.1405636522494509,0.44,1.1702443264436593,1.2225543707773086,397.09,8.75,12.67,3.17,27.46,1,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,1,1
5.59,-0.9281305928171709,-0.44236514640726543,0.93,1.103297879290639,-0.19073393161374197,1028.28,7.93,3.05,12.88,83.82,0,1,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,1,0,0,0,1,0
7.8,0.8722320709942595,0.22897957074868205,3.34,-1.2063545474885444,0.11837644367262874,1721.69,6.51,3.35,2.77,67.7,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0
5.92,0.19481366503681488,0.5512250349835366,0.39,0.7131616872609721,1.6079516015029438,1149.76,4.62,7.98,3.03,68.86,0,1,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0
5.18,1.206376459916665,-0.5766340898384551,2.87,0.44075890229351183,1.1636054370287854,48.09,6.75,11.56,3.07,71.59,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,1
7.76,1.3402776722352976,0.6049326123560124,3.13,-0.7735111391716062,1.0011243423269758,1015.95,8.78,14.7,10.69,1.4,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0
6.96,0.4875704065152791,1.5448152163743392,1.38,-0.9431857552318459,-1.244384201219688,720.84,4.65,13.9,1.27,8.28,0,1,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,1,1,0,0,0,1,0
5.36,0.7535469055300174,0.5512250349835366,1.1,-0.8623883190126842,-1.6590082142240026,253.21,10.0,7.88,13.39,101.42,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,1
6.26,0.14247046385771314,-1.1674174409356888,2.4,0.7997303689243598,-1.3023423965858825,22.85,4.44,13.27,9.97,74.09,0,0,0,0,1,0,0,0,0,0,1,0,1,1,0,0,0,1,0,0,0,0,1,0,0
5.78,-0.4296528978673528,0.2826871481211579,2.49,-0.6246130067105794,0.8292312329930481,113.79,8.26,4.62,6.24,96.12,0,0,1,1,0,0,0,0,1,0,0,1,0,0,0,1,1,0,0,0,0,0,1,0,0
7.31,0.48513583901857676,0.14841820468996827,2.75,-0.7677398937273803,-0.31358549102242755,2373.12,5.32,10.13,0.38,73.01,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,1
6.34,1.3877517384209945,1.303131118198198,2.92,-1.653048944871625,-1.3305784404822336,1874.55,4.64,12.5,5.1,13.81,0,0,0,0,0,0,1,0,0,1,0,1,0,1,0,0,1,0,0,1,0,1,0,0,0
8.16,-0.31766279301904204,-0.4960727237797413,1.01,1.4149451332788348,0.8247729102725722,2349.35,6.48,15.02,5.21,73.24,0,0,1,1,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0
4.99,-0.672501005663418,-0.25438862560360026,2.44,0.8759108087881405,-1.0630790772536438,286.96,8.67,2.05,4.27,25.51,0,0,1,1,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,1,1,0,0,0,1
6.01,-0.4156541347613139,0.3632485141798717,0.56,-0.09365842584180142,0.30463525955031384,1426.27,4.85,2.47,4.52,74.69,1,0,0,0,0,0,1,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0
6.44,-0.2525381124822526,0.09471062731749244,1.84,1.5349870385187323,0.8336895557135248,208.22,7.33,1.94,3.67,77.93,0,0,1,0,0,1,0,0,0,0,1,1,0,0,1,0,1,0,0,1,0,1,0,0,1
6.51,-1.5081662989065197,0.7660553444734399,2.18,-0.7134901865516574,0.37051936197513313,67.02,6.84,11.16,9.82,63.02,0,0,1,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,1,0,0,1,0,0
5.87,-0.03403567965321175,-1.5970780599154952,0.65,0.6058165219983713,1.7075208089269185,1165.7,6.99,11.62,10.06,3.73,1,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,1,1
7.28,-0.0480344427592504,0.22897957074868205,0.36,-0.6742457175309217,-0.23234494367152245,1615.86,10.6,0.71,13.92,13.02,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,1,0,0,1,1,0,0,0,0
7.77,0.2781976017988722,-1.3016863843668782,0.76,-0.6407724939544115,-0.656380971307954,158.91,6.44,13.31,8.6,67.29,0,0,1,0,0,0,0,1,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,1
7.99,-0.504515848390952,-0.6303416672109309,1.53,1.194483557309408,-1.040292094460097,912.65,10.94,15.38,6.33,19.37,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,1,0,0,1
7.54,0.3640161060576323,0.5780788236697745,3.12,0.9947984649391931,0.008899852425372438,225.42,7.77,2.77,9.95,12.64,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,1,1,0,0,1,1,0,0,0,1
7.69,1.2836739779369666,-1.1942712296219267,1.91,-0.7123359374628121,1.218096048056832,905.26,9.9,7.08,3.93,16.29,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0
6.67,1.5514764025742314,-0.6571954558971689,2.64,-1.44874685614603,1.5455350834162727,1179.49,6.44,17.07,13.23,92.19,1,0,0,1,0,0,0,0,1,0,0,1,0,0,1,0,0,1,0,1,0,1,0,0,0
7.61,0.2617642711961312,0.7123477671009641,0.69,-0.4918743614933847,1.6327200610611465,843.83,4.59,13.9,9.36,54.66,0,1,0,0,0,0,0,1,0,1,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0
5.83,-1.6152872687614255,0.5512250349835366,0.46,0.9013042887427342,0.10500147551119944,1440.62,4.59,6.44,7.43,25.17,1,0,0,0,1,0,0,0,0,0,1,0,1,0,0,1,0,0,1,1,0,1,0,0,1
6.15,1.5995591106341038,-1.4091015391118302,0.91,-1.3818004089930103,0.3611073473430162,1461.48,8.02,14.97,3.11,57.23,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,1,0,0,0,1
5.88,0.6853790156223496,0.2826871481211579,1.17,0.5965825292876094,0.27887606160978246,832.34,10.51,17.8,0.48,92.02,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0
6.39,-0.597638055139819,-1.2211250183081646,1.96,1.350307184303505,-0.12187761404193824,974.0,4.5,6.53,2.99,114.92,0,0,1,0,0,0,0,1,1,0,0,1,0,1,0,0,0,1,0,0,0,1,0,0,0
5.77,-1.2525367117527666,-0.845171976700834,3.1,-1.1093976240255503,-1.2097083578382042,1102.66,8.82,13.84,11.71,102.3,1,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,1,0,0,1,0,0,1,0,1
8.07,-1.2659268329846298,-0.12011968217241066,1.55,1.2556587590182011,-1.51089282606595,939.13,7.94,2.32,6.64,35.26,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,1,1,0,0,1,0,1
5.86,-1.1813256124742213,-1.3553939617393542,1.86,-1.5526292741420953,-0.22392366742173342,1901.62,8.57,1.64,12.12,43.78,1,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,1,1,1,0,0,0,0
5.13,-1.6049403569004401,1.7327917371780046,0.12,0.5792687929549319,-1.092305859532323,349.87,5.51,11.93,3.83,86.82,0,0,0,0,0,0,1,0,0,0,1,1,0,0,1,0,0,0,0,1,0,0,0,1,1
6.59,1.3664492728248485,-1.1674174409356888,0.21,1.008649454005335,1.336984653936205,2142.59,4.49,10.1,2.43,89.88,0,1,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,1,1,1,0,0,0,1
4.99,0.11264701202310853,1.0077394426495814,0.38,-0.19061534930479562,0.9035366116676564,828.13,4.52,16.3,3.36,8.67,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,1
5.18,0.6652938337745549,1.1688621747670083,2.48,-1.025137440539853,0.4066813129301094,1809.9,5.73,15.72,11.16,22.77,0,1,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,1,0,0,0,0,1,0
5.55,1.1096024019227446,1.7327917371780046,1.75,1.4715033386322485,-1.5733093441526207,2209.44,5.5,6.09,9.51,16.29,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,1,0,0,1,0,0
6.38,0.983004892094219,-0.22753483691736237,0.76,-1.6611286884935412,0.4200562810915387,2218.63,4.88,10.49,12.84,92.53,0,0,1,0,0,0,0,1,0,1,0,1,0,0,1,0,0,1,0,0,0,0,1,0,0
6.27,1.2988900247913566,1.3299849068844358,2.11,0.19144109910295523,0.41559795837106206,1130.91,5.85,15.24,8.65,71.39,0,1,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0
7.52,1.5922554081439968,1.598522793746815,1.95,-0.4387789034065068,-0.21500702198078045,641.51,7.74,5.78,9.47,95.71,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0
7.31,-0.23975663312456494,-1.1405636522494509,0.4,-0.13405714395138252,0.5429078405002247,1514.4,10.65,7.56,5.65,107.36,0,0,1,0,0,0,0,1,1,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0
6.25,1.533825788223139,-0.06641210479993481,2.28,0.12795739921647126,1.2369200773210658,459.91,10.46,1.67,10.5,93.35,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,1,1,0,0,0,0
5.93,0.7462432030399099,-1.5165166938567816,2.71,0.12103190468339999,0.8906570126973914,1976.49,5.9,3.04,5.69,7.2,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,1,0,0,0
5.88,-1.517904568893329,0.4438098802385855,1.07,-1.025137440539853,-0.09611841610140719,1778.36,4.46,12.4,7.56,68.65,1,0,0,0,0,1,0,0,0,0,1,0,1,0,1,0,1,0,0,1,1,0,0,0,1
7.43,0.6019950788602924,0.3095409368073958,2.44,0.6231302583310487,-0.8282740806418812,1989.1,10.97,10.19,1.29,46.25,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,1
4.98,0.6190370513372092,-1.0062947088182617,0.78,-1.6645914357600766,-0.08076197117532136,1083.14,7.33,3.79,5.06,36.26,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0
4.84,1.3792307521825362,1.0614470200220572,2.67,-1.6565116921381604,1.5425628682692882,1393.57,10.85,0.64,2.18,72.88,0,0,0,1,0,0,0,0,0,1,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0
7.5,-0.4692146196887668,-1.5970780599154952,3.2,-0.07403619133143335,1.1056472416625915,256.82,7.76,3.8,7.21,35.23,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,1,1,0,0,1,0,0,1,0,1
6.42,0.26602476431536043,1.088300808708295,1.6,0.14642538463799398,-1.6441471384890807,1719.11,10.2,15.12,1.21,54.62,0,0,1,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,1,0
5.24,-1.7211909548679802,-1.6507856372879708,0.93,-0.7781281355269868,0.9773466211511012,1217.1,7.13,2.33,5.53,28.78,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,1,1,1,0,0,0,0
5.6,-0.6110281763716823,0.5512250349835366,1.46,0.1798986082145038,-1.146301101369205,1273.1,8.35,8.35,7.44,114.43,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,1,0,0,1,1,0,0,0,0,0
7.97,-1.547119378853758,-1.4628091164843058,0.95,0.056393955708070646,0.2427141106548069,2117.48,7.75,5.16,8.41,37.79,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1
7.72,0.04752233148631912,-0.845171976700834,0.1,-0.5207305887145139,1.0590825376931698,1930.8,5.54,11.21,3.85,93.98,1,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,1,0,0,1,0,1,0,0,0
7.21,1.0724752475980328,0.7929091331596779,2.31,0.5261733348680545,0.20853363646448722,1337.98,9.35,10.48,1.0,100.47,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,1
6.44,-1.0468157582814133,-0.7646106106421202,0.24,1.5869282475167652,-0.33736321219830206,887.77,4.38,19.67,0.37,9.89,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,1
6.57,0.06639022958576292,0.041003049945016586,0.82,-0.03132897504416239,-0.6236866046911262,1116.09,6.54,15.57,3.27,16.6,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,1,1,0,0,0,0
8.12,-1.0553367445198718,1.4642538503156255,2.56,0.9913357176726575,-0.6796633232926647,876.91,10.09,18.8,7.45,45.56,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,1,0,1,0,0,1
8.08,-1.3444416347532824,-1.5702242712292573,2.36,-0.8727765608122907,1.1660822829846063,379.01,7.52,11.77,5.58,34.73,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,1,1,0,1,0,0,1
5.53,0.009786535287431952,1.088300808708295,0.35,0.9082297832758054,1.1229851633533332,1614.44,4.54,14.89,9.53,117.52,0,1,0,0,0,0,0,1,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,1
7.56,-1.4886897589329005,-1.5165166938567816,2.34,0.516939342157293,1.1175361022505286,1728.79,5.45,17.95,4.89,8.88,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,1,0,0,0
5.47,0.27454575055381847,-1.3016863843668782,3.26,0.48462036766962857,-0.7574362863054214,2428.03,4.77,1.3,8.43,115.02,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,1
5.53,-1.654240348708664,-1.3016863843668782,0.35,1.3618496751919569,1.0323326013703111,1139.26,5.94,18.35,12.97,43.1,0,0,1,0,0,1,0,0,1,0,0,1,0,1,0,0,0,0,1,0,0,0,1,0,1
7.1,-1.3931329846873308,1.7327917371780046,1.51,-0.9224092716326329,-1.6109574026810893,2493.23,5.16,4.63,7.85,57.64,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0
6.18,0.1449050313544155,-1.113709863563213,2.58,-0.45493839065033925,-1.021963434387027,467.75,8.98,14.25,8.47,75.13,0,1,0,1,0,0,0,0,0,1,0,0,1,1,0,0,0,1,0,1,0,1,0,0,0
7.97,0.28854451365985756,1.4105462729431495,2.37,-1.4429756107018041,0.04654791095384091,1641.58,8.62,15.58,9.69,74.2,1,0,0,0,1,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0
5.1,-1.6627613349471224,1.7327917371780046,0.87,0.7835708816805274,-0.3274558283750212,2486.92,4.95,2.63,4.51,40.81,0,1,0,0,0,0,0,1,0,0,1,0,1,0,0,1,0,1,0,1,0,0,0,1,1
6.54,0.22585440061977044,-0.3886575690347896,0.65,1.1921750591317173,-1.349897838937632,1600.81,7.11,19.09,11.11,55.76,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,1
7.92,1.145512272499105,0.47066366892482336,2.77,-0.32450824361083525,-1.593124111799183,1130.92,6.07,18.57,11.58,33.17,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,1,0,1,1,0,0,0,0
7.87,0.7425913517948565,0.9808856539633434,3.35,-0.4953371087599203,0.38141748418074234,1288.13,6.36,13.26,2.67,30.63,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,1,1
5.33,-1.3079231223027463,-0.3618037803485517,2.71,0.5504125657338031,-0.6509319102051495,2113.78,8.03,3.53,8.65,9.75,1,0,0,0,0,0,1,0,0,0,1,1,0,0,0,1,0,1,0,0,0,0,0,0,1
6.05,0.2921963649049113,-1.1674174409356888,3.37,-1.468369090656398,-1.682290566208713,2347.78,10.29,11.54,6.81,50.78,1,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,1,0,0,1
6.91,0.5691284176548099,-0.22753483691736237,2.16,-0.7123359374628121,-0.24373843506829593,1134.82,10.28,7.21,1.96,42.2,0,0,1,0,0,0,0,0,1,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0
5.34,-1.6341551668608691,0.9540318652771054,3.26,-0.46186388518341054,-0.67421426218986,1930.93,6.89,18.65,14.07,27.98,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,1,1,0,0,1,1,0,0,0,0
8.09,1.2039418924199627,0.9808856539633434,2.45,0.06562794841883181,0.2615381399190408,2334.22,6.75,8.43,4.86,15.56,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0
7.91,1.3810566778050626,-0.9257333427595478,3.19,-0.07980743677565928,1.4865861496677502,705.3,7.63,14.03,7.13,12.17,1,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0
5.37,1.1875085618172212,-1.113709863563213,0.65,-1.0078237042071752,-0.6702513086605477,1232.9,7.32,12.92,5.67,43.13,1,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0
5.21,1.0974295644392322,1.4911076390018634,2.87,0.141808388282613,1.71990503870602,2488.54,4.43,5.78,11.13,59.07,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0
5.09,0.8211061535635091,-1.5702242712292573,0.77,1.4761203349876288,-1.4395596625383258,883.7,8.05,10.94,9.52,84.62,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,1,0,1,0,0,1
7.89,0.4346185634620019,0.8466167105321537,0.19,-1.6368894576277924,-1.431633755479701,1549.22,8.09,8.49,9.79,82.9,1,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0
5.46,0.5910395251251315,-1.5702242712292573,1.86,0.6254387565087386,0.7346157174807136,1642.58,7.15,7.81,1.04,9.27,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,1,0,0,1,1,0,1,0,0,0
6.22,1.0341308095249697,1.1957159634532462,1.18,0.4326791586715956,0.8579626460805639,385.37,6.9,17.35,14.65,7.07,0,0,1,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,1,1,0,0,1,0,0
6.33,0.535044472700976,1.4374000616293874,0.25,1.4703490895434026,-0.2714791097734828,2016.54,10.57,3.23,4.44,90.82,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,1
